"site","date","Freq","type","visits"
"es",2023-12-17,2,"generic",153
"fontechevade",2023-12-17,1,"specific",40
"fr",2023-12-17,4,"generic",762
"grande-rivoire",2023-12-17,1,"specific",97
"grotte16",2023-12-17,2,"specific",206
"portal",2023-12-17,7,"portal",2556
"it",2023-12-17,2,"generic",359
"kieler1",2023-12-17,1,"specific",89
"le-flageolet",2023-12-17,1,"specific",69
"les-jambes",2023-12-17,1,"specific",90
"madjedbebe",2023-12-17,1,"specific",44
"marathousa1a",2023-12-17,1,"specific",45
"marathousa1b",2023-12-17,1,"specific",53
"mas-vignoles-x",2023-12-17,1,"specific",69
"mask",2023-12-17,2,"specific",85
"mnk-skull-t3",2023-12-17,1,"specific",42
"moulin-neuf",2023-12-17,1,"specific",47
"petit-paulmy",2023-12-17,1,"specific",73
"pirro-nord13",2023-12-17,1,"specific",65
"poeymau",2023-12-17,1,"specific",263
"pt",2023-12-17,2,"generic",321
"roc-de-marcamps1",2023-12-17,1,"specific",57
"roc-de-marcamps2",2023-12-17,1,"specific",59
"roche-a-pierrot",2023-12-17,1,"specific",69
"roquemissou",2023-12-17,1,"specific",73
"shuidonggou2",2023-12-17,1,"specific",274
"tai",2023-12-17,3,"specific",451
"teseticeX08",2023-12-17,2,"specific",80
"tute-du-pelerin",2023-12-17,1,"specific",149
"altenerding",2023-12-18,1,"specific",413
"anse-a-henry",2023-12-18,1,"specific",103
"anyskop",2023-12-18,2,"specific",46
"barger-gulch",2023-12-18,1,"specific",163
"bastos",2023-12-18,1,"specific",102
"chauzeys",2023-12-18,2,"specific",306
"de",2023-12-18,2,"generic",228
"en",2023-12-18,2,"generic",1466
"es",2023-12-18,1,"generic",154
"fr",2023-12-18,4,"generic",766
"grotte16",2023-12-18,1,"specific",207
"portal",2023-12-18,10,"portal",2566
"it",2023-12-18,1,"generic",360
"les-jambes",2023-12-18,1,"specific",91
"poeymau",2023-12-18,1,"specific",264
"pt",2023-12-18,1,"generic",322
"ro",2023-12-18,3,"generic",151
"roche-a-pierrot",2023-12-18,1,"specific",70
"roquemissou",2023-12-18,1,"specific",74
"shuidonggou2",2023-12-18,1,"specific",275
"tai",2023-12-18,1,"specific",452
"tute-du-pelerin",2023-12-18,2,"specific",151
"altenerding",2023-12-19,5,"specific",418
"anse-a-henry",2023-12-19,1,"specific",104
"barger-gulch",2023-12-19,2,"specific",165
"barmose",2023-12-19,1,"specific",55
"bastos",2023-12-19,1,"specific",103
"bilzingsleben",2023-12-19,1,"specific",126
"camiac",2023-12-19,1,"specific",50
"cassenade",2023-12-19,5,"specific",123
"champ-parel3",2023-12-19,1,"specific",84
"chauzeys",2023-12-19,2,"specific",308
"chez-thuilet",2023-12-19,1,"specific",66
"combe-greze",2023-12-19,1,"specific",62
"de",2023-12-19,2,"generic",230
"en",2023-12-19,4,"generic",1470
"es",2023-12-19,2,"generic",156
"fontechevade",2023-12-19,1,"specific",41
"fr",2023-12-19,7,"generic",773
"grande-rivoire",2023-12-19,2,"specific",99
"grotte16",2023-12-19,2,"specific",209
"portal",2023-12-19,14,"portal",2580
"it",2023-12-19,2,"generic",362
"kieler1",2023-12-19,1,"specific",90
"le-flageolet",2023-12-19,1,"specific",70
"les-jambes",2023-12-19,2,"specific",93
"mas-vignoles-x",2023-12-19,1,"specific",70
"mnk-skull-t3",2023-12-19,1,"specific",43
"petit-paulmy",2023-12-19,2,"specific",75
"poeymau",2023-12-19,4,"specific",268
"pt",2023-12-19,2,"generic",324
"ro",2023-12-19,1,"generic",152
"roc-de-marcamps1",2023-12-19,1,"specific",58
"roquemissou",2023-12-19,1,"specific",75
"shuidonggou2",2023-12-19,2,"specific",277
"tai",2023-12-19,2,"specific",454
"teseticeX08",2023-12-19,2,"specific",82
"tute-du-pelerin",2023-12-19,1,"specific",152
"anyskop",2023-12-20,1,"specific",47
"bilzingsleben",2023-12-20,1,"specific",127
"cassenade",2023-12-20,1,"specific",124
"chauzeys",2023-12-20,1,"specific",309
"de",2023-12-20,1,"generic",231
"en",2023-12-20,6,"generic",1476
"fr",2023-12-20,5,"generic",778
"grotte16",2023-12-20,3,"specific",212
"portal",2023-12-20,8,"portal",2588
"it",2023-12-20,2,"generic",364
"mnk-skull-t3",2023-12-20,2,"specific",45
"pt",2023-12-20,2,"generic",326
"bilzingsleben",2023-12-21,1,"specific",128
"bout-des-vergnes",2023-12-21,1,"specific",44
"cassenade",2023-12-21,1,"specific",125
"chauzeys",2023-12-21,1,"specific",310
"de",2023-12-21,1,"generic",232
"en",2023-12-21,3,"generic",1479
"es",2023-12-21,1,"generic",157
"fr",2023-12-21,1,"generic",779
"portal",2023-12-21,9,"portal",2597
"mnk-skull-t3",2023-12-21,1,"specific",46
"poeymau",2023-12-21,1,"specific",269
"ro",2023-12-21,1,"generic",153
"shuidonggou2",2023-12-21,1,"specific",278
"altenerding",2023-12-22,1,"specific",419
"cassenade",2023-12-22,2,"specific",127
"chauzeys",2023-12-22,1,"specific",311
"en",2023-12-22,2,"generic",1481
"fr",2023-12-22,5,"generic",784
"grotte16",2023-12-22,1,"specific",213
"portal",2023-12-22,11,"portal",2608
"kieler1",2023-12-22,2,"specific",92
"pt",2023-12-22,1,"generic",327
"ro",2023-12-22,1,"generic",154
"tai",2023-12-22,3,"specific",457
"altenerding",2023-12-23,1,"specific",420
"amalda",2023-12-23,1,"specific",177
"anse-a-henry",2023-12-23,1,"specific",105
"barger-gulch",2023-12-23,1,"specific",166
"cassenade",2023-12-23,2,"specific",129
"chauzeys",2023-12-23,3,"specific",314
"de",2023-12-23,1,"generic",233
"en",2023-12-23,3,"generic",1484
"fr",2023-12-23,4,"generic",788
"grande-rivoire",2023-12-23,1,"specific",100
"portal",2023-12-23,8,"portal",2616
"it",2023-12-23,1,"generic",365
"kieler1",2023-12-23,1,"specific",93
"le-flageolet",2023-12-23,1,"specific",71
"marathousa1b",2023-12-23,1,"specific",54
"mask",2023-12-23,1,"specific",86
"moulin-neuf",2023-12-23,1,"specific",48
"petit-paulmy",2023-12-23,1,"specific",76
"pirro-nord13",2023-12-23,2,"specific",67
"ro",2023-12-23,1,"generic",155
"roc-de-marcamps2",2023-12-23,1,"specific",60
"shuidonggou2",2023-12-23,1,"specific",279
"tai",2023-12-23,2,"specific",459
"tute-du-pelerin",2023-12-23,2,"specific",154
"altenerding",2023-12-24,2,"specific",422
"barmose",2023-12-24,1,"specific",56
"cassenade",2023-12-24,1,"specific",130
"chauzeys",2023-12-24,4,"specific",318
"de",2023-12-24,4,"generic",237
"en",2023-12-24,10,"generic",1494
"es",2023-12-24,1,"generic",158
"fr",2023-12-24,4,"generic",792
"grotte16",2023-12-24,4,"specific",217
"portal",2023-12-24,8,"portal",2624
"it",2023-12-24,4,"generic",369
"poeymau",2023-12-24,1,"specific",270
"ro",2023-12-24,1,"generic",156
"shuidonggou2",2023-12-24,2,"specific",281
"altenerding",2023-12-25,4,"specific",426
"bilzingsleben",2023-12-25,1,"specific",129
"cassenade",2023-12-25,1,"specific",131
"chauzeys",2023-12-25,2,"specific",320
"de",2023-12-25,3,"generic",240
"en",2023-12-25,4,"generic",1498
"fr",2023-12-25,2,"generic",794
"grotte16",2023-12-25,5,"specific",222
"portal",2023-12-25,11,"portal",2635
"it",2023-12-25,2,"generic",371
"poeymau",2023-12-25,2,"specific",272
"pt",2023-12-25,1,"generic",328
"roc-de-marcamps2",2023-12-25,1,"specific",61
"shuidonggou2",2023-12-25,1,"specific",282
"tai",2023-12-25,1,"specific",460
"tute-du-pelerin",2023-12-25,2,"specific",156
"amalda",2023-12-26,1,"specific",178
"cassenade",2023-12-26,1,"specific",132
"champ-parel3",2023-12-26,1,"specific",85
"de",2023-12-26,2,"generic",242
"en",2023-12-26,3,"generic",1501
"fr",2023-12-26,3,"generic",797
"portal",2023-12-26,5,"portal",2640
"it",2023-12-26,1,"generic",372
"poeymau",2023-12-26,1,"specific",273
"ro",2023-12-26,1,"generic",157
"shuidonggou2",2023-12-26,1,"specific",283
"tai",2023-12-26,2,"specific",462
"altenerding",2023-12-27,1,"specific",427
"bastos",2023-12-27,1,"specific",104
"cassenade",2023-12-27,1,"specific",133
"chauzeys",2023-12-27,4,"specific",324
"de",2023-12-27,1,"generic",243
"en",2023-12-27,3,"generic",1504
"es",2023-12-27,1,"generic",159
"fr",2023-12-27,3,"generic",800
"portal",2023-12-27,7,"portal",2647
"kieler1",2023-12-27,1,"specific",94
"les-jambes",2023-12-27,2,"specific",95
"pirro-nord13",2023-12-27,1,"specific",68
"roquemissou",2023-12-27,1,"specific",76
"altenerding",2023-12-28,3,"specific",430
"anse-a-henry",2023-12-28,1,"specific",106
"barger-gulch",2023-12-28,1,"specific",167
"bilzingsleben",2023-12-28,1,"specific",130
"cassenade",2023-12-28,1,"specific",134
"chauzeys",2023-12-28,3,"specific",327
"de",2023-12-28,1,"generic",244
"en",2023-12-28,4,"generic",1508
"fr",2023-12-28,2,"generic",802
"grotte16",2023-12-28,1,"specific",223
"portal",2023-12-28,6,"portal",2653
"kieler1",2023-12-28,1,"specific",95
"pt",2023-12-28,1,"generic",329
"tai",2023-12-28,1,"specific",463
"altenerding",2023-12-29,1,"specific",431
"anse-a-henry",2023-12-29,1,"specific",107
"chauzeys",2023-12-29,4,"specific",331
"de",2023-12-29,1,"generic",245
"en",2023-12-29,3,"generic",1511
"es",2023-12-29,1,"generic",160
"fr",2023-12-29,1,"generic",803
"grande-rivoire",2023-12-29,1,"specific",101
"portal",2023-12-29,6,"portal",2659
"it",2023-12-29,2,"generic",374
"kieler1",2023-12-29,1,"specific",96
"poeymau",2023-12-29,1,"specific",274
"ro",2023-12-29,1,"generic",158
"shuidonggou2",2023-12-29,1,"specific",284
"tute-du-pelerin",2023-12-29,1,"specific",157
"altenerding",2023-12-30,3,"specific",434
"anse-a-henry",2023-12-30,1,"specific",108
"anyskop",2023-12-30,1,"specific",48
"bastos",2023-12-30,1,"specific",105
"cassenade",2023-12-30,2,"specific",136
"chauzeys",2023-12-30,4,"specific",335
"en",2023-12-30,3,"generic",1514
"es",2023-12-30,1,"generic",161
"fr",2023-12-30,1,"generic",804
"grande-rivoire",2023-12-30,1,"specific",102
"grotte16",2023-12-30,1,"specific",224
"portal",2023-12-30,10,"portal",2669
"it",2023-12-30,1,"generic",375
"kieler1",2023-12-30,1,"specific",97
"le-flageolet",2023-12-30,1,"specific",72
"madjedbebe",2023-12-30,1,"specific",45
"marathousa1b",2023-12-30,1,"specific",55
"mask",2023-12-30,1,"specific",87
"mnk-skull-t3",2023-12-30,1,"specific",47
"poeymau",2023-12-30,1,"specific",275
"pt",2023-12-30,2,"generic",331
"ro",2023-12-30,1,"generic",159
"roche-a-pierrot",2023-12-30,1,"specific",71
"shuidonggou2",2023-12-30,1,"specific",285
"tai",2023-12-30,3,"specific",466
"altenerding",2023-12-31,2,"specific",436
"chauzeys",2023-12-31,4,"specific",339
"de",2023-12-31,1,"generic",246
"en",2023-12-31,1,"generic",1515
"fr",2023-12-31,3,"generic",807
"portal",2023-12-31,7,"portal",2676
"it",2023-12-31,1,"generic",376
"poeymau",2023-12-31,1,"specific",276
"pt",2023-12-31,1,"generic",332
"ro",2023-12-31,2,"generic",161
"tai",2023-12-31,4,"specific",470
"tute-du-pelerin",2023-12-31,1,"specific",158
"altenerding",2024-01-01,3,"specific",439
"chauzeys",2024-01-01,6,"specific",345
"de",2024-01-01,1,"generic",247
"en",2024-01-01,6,"generic",1521
"es",2024-01-01,2,"generic",163
"fr",2024-01-01,4,"generic",811
"grotte16",2024-01-01,1,"specific",225
"portal",2024-01-01,10,"portal",2686
"it",2024-01-01,1,"generic",377
"kieler1",2024-01-01,1,"specific",98
"les-jambes",2024-01-01,1,"specific",96
"madjedbebe",2024-01-01,1,"specific",46
"mask",2024-01-01,1,"specific",88
"poeymau",2024-01-01,1,"specific",277
"pt",2024-01-01,3,"generic",335
"ro",2024-01-01,2,"generic",163
"shuidonggou2",2024-01-01,1,"specific",286
"tai",2024-01-01,4,"specific",474
"altenerding",2024-01-02,4,"specific",443
"cassenade",2024-01-02,2,"specific",138
"chauzeys",2024-01-02,1,"specific",346
"en",2024-01-02,4,"generic",1525
"fr",2024-01-02,1,"generic",812
"grotte16",2024-01-02,1,"specific",226
"portal",2024-01-02,9,"portal",2695
"moulin-neuf",2024-01-02,1,"specific",49
"poeymau",2024-01-02,1,"specific",278
"roquemissou",2024-01-02,1,"specific",77
"tai",2024-01-02,1,"specific",475
"tute-du-pelerin",2024-01-02,2,"specific",160
